id,created_at,player1,player2,winner,tournament_name,tournament_id,event_id,player1_score,player2_score,is_verified_table,elo_capped,game_id
1176,2026-02-16T16:00:23.792+00:00,TONI,TEST_ORGANIZER,TEST_ORGANIZER,Day 1,30daf664-740e-4aef-ab04-49ba602afb74,,,,false,false,
1177,2026-02-16T16:00:25.225+00:00,TONI,Jarno,Jarno,Day 1,30daf664-740e-4aef-ab04-49ba602afb74,,,,false,false,
1178,2026-02-16T16:06:27.292+00:00,DON,DON2,DON,,,,3,0,false,false,
1179,2026-02-16T16:41:11.531359+00:00,DON,DON2,DON2,,,,0,3,false,false,
1180,2026-02-16T16:41:28.852031+00:00,DON2,WIN,WIN,Tournament,6dd84533-54bb-4b67-9da6-57f266b85669,,,,false,false,
1181,2026-02-16T16:41:30.318425+00:00,DON,Jarno,Jarno,Tournament,6dd84533-54bb-4b67-9da6-57f266b85669,,,,false,false,
1182,2026-02-16T16:41:34.539131+00:00,DON,DON2,DON2,Tournament (Bronze),6dd84533-54bb-4b67-9da6-57f266b85669,,,,false,false,
1183,2026-02-16T16:41:40.609895+00:00,Jarno,WIN,WIN,Tournament,6dd84533-54bb-4b67-9da6-57f266b85669,,,,false,false,
1184,2026-02-16T16:49:26.054028+00:00,WIN,DON,WIN,,,,3,0,false,false,
1185,2026-02-16T16:49:47.714225+00:00,TEST_ORGANIZER,MINNA,TEST_ORGANIZER,Tournament,d62d081e-35f0-4e24-8c6e-24b96c106889,,,,false,false,
1186,2026-02-16T16:49:49.166762+00:00,TONI,WIN,WIN,Tournament,d62d081e-35f0-4e24-8c6e-24b96c106889,,,,false,false,
1187,2026-02-16T16:49:52.324607+00:00,TONI,MINNA,MINNA,Tournament (Bronze),d62d081e-35f0-4e24-8c6e-24b96c106889,,,,false,false,
1188,2026-02-16T16:49:53.732092+00:00,WIN,TEST_ORGANIZER,WIN,Tournament,d62d081e-35f0-4e24-8c6e-24b96c106889,,,,false,false,
1189,2026-02-16T17:12:40.058193+00:00,DON2,DON,DON2,,,,3,0,false,false,
1190,2026-02-16T17:13:02.243988+00:00,DON,TEST_ORGANIZER,TEST_ORGANIZER,Tournament,02d797b2-b1c4-45b3-949b-0d82d4195289,,,,false,false,
1191,2026-02-16T17:13:03.44344+00:00,Jarno,E,Jarno,Tournament,02d797b2-b1c4-45b3-949b-0d82d4195289,,,,false,false,
1192,2026-02-16T17:13:05.330463+00:00,Jarno,TEST_ORGANIZER,TEST_ORGANIZER,Tournament,02d797b2-b1c4-45b3-949b-0d82d4195289,,,,false,false,
1193,2026-02-16T17:13:06.489327+00:00,E,DON,DON,Tournament (Bronze),02d797b2-b1c4-45b3-949b-0d82d4195289,,,,false,false,
1194,2026-02-16T17:43:43.877218+00:00,JARNO,TEST_ORGANIZER,JARNO,,,,3,0,false,false,
1195,2026-02-16T20:30:24.46326+00:00,JARNO,TEST_ORGANIZER,TEST_ORGANIZER,,,,2,3,false,false,
1196,2026-02-17T04:15:52.53141+00:00,DON2,JARNO,DON2,,,,3,1,false,false,
1197,2026-02-17T07:30:56.662604+00:00,JARNO,MINNA,MINNA,,,,1,3,false,false,
1198,2026-02-17T08:16:44.995052+00:00,JARNO,DON,JARNO,,,,3,1,false,false,
1199,2026-02-17T08:17:08.124803+00:00,DON2,WIN,DON2,Tournament,3b592edb-55ac-4b09-b3af-03f80c0f8535,,,,false,false,
1200,2026-02-17T08:17:09.405303+00:00,DON,Jarno,Jarno,Tournament,3b592edb-55ac-4b09-b3af-03f80c0f8535,,,,false,false,
1201,2026-02-17T08:17:14.149764+00:00,Jarno,DON2,Jarno,Tournament,3b592edb-55ac-4b09-b3af-03f80c0f8535,,,,false,false,
1202,2026-02-17T08:17:15.450465+00:00,DON,WIN,WIN,Tournament (Bronze),3b592edb-55ac-4b09-b3af-03f80c0f8535,,,,false,false,
1203,2026-02-17T08:31:35.581092+00:00,JARNO,MINNA,MINNA,,,,1,3,false,false,
1204,2026-02-17T19:21:11.871614+00:00,JARNO,DON2,DON2,,,,0,3,false,false,
1205,2026-02-17T19:21:52.191778+00:00,SUBBER,WINNER,WINNER,Tournament,8a7d290d-6a15-4a27-b033-f666cac2d299,,,,false,false,
1206,2026-02-17T19:21:53.64234+00:00,WIN,TEST_ORGANIZER,WIN,Tournament,8a7d290d-6a15-4a27-b033-f666cac2d299,,,,false,false,
1207,2026-02-17T19:21:55.934333+00:00,WINNER,WIN,WINNER,Tournament,8a7d290d-6a15-4a27-b033-f666cac2d299,,,,false,false,
1208,2026-02-17T19:21:56.966683+00:00,SUBBER,TEST_ORGANIZER,TEST_ORGANIZER,Tournament (Bronze),8a7d290d-6a15-4a27-b033-f666cac2d299,,,,false,false,
1210,2026-02-18T09:53:00.361493+00:00,JARNO,TEST_ORGANIZER,JARNO,,,,3,2,false,false,
1211,2026-02-18T11:18:27.44036+00:00,JARNO,TEST_ORGANIZER,TEST_ORGANIZER,,,,1,3,false,false,
1212,2026-02-18T11:23:14.248268+00:00,JARNO,TEST_ORGANIZER,TEST_ORGANIZER,,,,1,3,false,false,
1213,2026-02-18T11:23:34.984192+00:00,JARNO,TEST_ORGANIZER,TEST_ORGANIZER,,,,1,3,false,false,
1214,2026-02-18T12:02:44.870269+00:00,JARNO,TEST_ORGANIZER,JARNO,,,,3,1,false,false,
1215,2026-02-18T12:46:48.192243+00:00,JARNO,TEST_ORGANIZER,TEST_ORGANIZER,,,,0,3,false,false,
1216,2026-02-18T14:20:45.150542+00:00,JARNO,MINNA,MINNA,,,,1,3,false,false,
1217,2026-02-18T14:21:40.144544+00:00,JARNO,MINNA,JARNO,,,,3,0,false,false,
1218,2026-02-18T14:26:47.584303+00:00,JARNO,TEST_ORGANIZER,JARNO,,,,3,0,false,false,
1219,2026-02-18T14:28:39.861708+00:00,J,WINNER,J,,,,3,2,false,false,
1220,2026-02-18T14:33:57.932811+00:00,JARNO,MINNA,JARNO,,,,3,1,false,false,
1221,2026-02-18T14:37:33.01417+00:00,JARNO,TEST_ORGANIZER,TEST_ORGANIZER,,,,1,3,false,false,
1222,2026-02-18T15:53:12.36515+00:00,MINNA,WINNER,WINNER,Tournament,30708bed-226f-4f70-9948-ef9f3ea93fe1,,,,false,false,
1223,2026-02-18T17:02:33.863177+00:00,TEST_ORGANIZER,Jarno,TEST_ORGANIZER,Tournament,30708bed-226f-4f70-9948-ef9f3ea93fe1,,,,false,false,
1224,2026-02-18T17:02:42.087556+00:00,Jarno,MINNA,MINNA,Tournament (Bronze),30708bed-226f-4f70-9948-ef9f3ea93fe1,,,,false,false,
1225,2026-02-18T17:02:43.985765+00:00,TEST_ORGANIZER,WINNER,TEST_ORGANIZER,Tournament,30708bed-226f-4f70-9948-ef9f3ea93fe1,,,,false,false,
1226,2026-02-18T18:25:03.009895+00:00,ILKKA,JENNI,ILKKA,,,,3,2,false,false,
1227,2026-02-18T20:49:57.412138+00:00,JARNO,DON2,JARNO,,,,3,2,false,false,
1228,2026-02-19T04:58:42.533287+00:00,JARNO,MINNA,JARNO,,,,3,2,false,false,
1229,2026-02-19T05:08:21.322073+00:00,MINNA,TEST_ORGANIZER,TEST_ORGANIZER,Tournament,170c4ad2-64af-4aab-b529-378115af4868,,,,false,false,
1230,2026-02-19T05:08:22.892335+00:00,Jarno,UNIQUE_TESTER_999,UNIQUE_TESTER_999,Tournament,170c4ad2-64af-4aab-b529-378115af4868,,,,false,false,
1231,2026-02-19T05:08:25.620611+00:00,MINNA,Jarno,Jarno,Tournament (Bronze),170c4ad2-64af-4aab-b529-378115af4868,,,,false,false,
1232,2026-02-19T05:08:27.09012+00:00,TEST_ORGANIZER,UNIQUE_TESTER_999,TEST_ORGANIZER,Tournament,170c4ad2-64af-4aab-b529-378115af4868,,,,false,false,
1233,2026-02-19T05:22:40.148745+00:00,JARNO,MINNA,MINNA,,,,0,3,false,false,
1234,2026-02-19T05:22:51.053214+00:00,JARNO,MINNA,MINNA,,,,1,3,false,false,
1235,2026-02-19T05:23:18.209759+00:00,TEST_ORGANIZER,UNIQUE_TESTER_999,UNIQUE_TESTER_999,Tournament,cfcada7c-3949-4281-a391-71e18984db1f,,,,false,false,
1236,2026-02-19T05:23:19.59749+00:00,TONI,MINNA,MINNA,Tournament,cfcada7c-3949-4281-a391-71e18984db1f,,,,false,false,
1237,2026-02-19T05:23:21.857136+00:00,UNIQUE_TESTER_999,MINNA,UNIQUE_TESTER_999,Tournament,cfcada7c-3949-4281-a391-71e18984db1f,,,,false,false,
1238,2026-02-19T05:23:22.900527+00:00,TEST_ORGANIZER,TONI,TONI,Tournament (Bronze),cfcada7c-3949-4281-a391-71e18984db1f,,,,false,false,
1239,2026-02-19T05:42:24.315092+00:00,TONI,MINNA,MINNA,,,,1,3,false,false,
1240,2026-02-19T05:42:41.926593+00:00,UNIQUE_TESTER_999,MINNA,UNIQUE_TESTER_999,Tournament,08c99779-4908-4d6c-ab41-47a8382e81ba,,,,false,false,
1241,2026-02-19T05:42:43.374004+00:00,TEST_ORGANIZER,TONI,TONI,Tournament,08c99779-4908-4d6c-ab41-47a8382e81ba,,,,false,false,
1242,2026-02-19T05:42:46.20373+00:00,MINNA,TEST_ORGANIZER,MINNA,Tournament (Bronze),08c99779-4908-4d6c-ab41-47a8382e81ba,,,,false,false,
1243,2026-02-19T05:42:47.397548+00:00,UNIQUE_TESTER_999,TONI,TONI,Tournament,08c99779-4908-4d6c-ab41-47a8382e81ba,,,,false,false,
1244,2026-02-19T05:49:56.312996+00:00,TONI,UNIQUE_TESTER_999,UNIQUE_TESTER_999,,,,0,3,false,false,
1245,2026-02-19T06:47:56.259508+00:00,UNIQUE_TESTER_999,Jarno,Jarno,Tournament,2a69cb06-60af-4427-97b2-a949556ebba2,,,,false,false,
1246,2026-02-19T06:47:57.476085+00:00,TONI,MINNA,MINNA,Tournament,2a69cb06-60af-4427-97b2-a949556ebba2,,,,false,false,
1247,2026-02-19T06:48:00.123102+00:00,MINNA,Jarno,MINNA,Tournament,2a69cb06-60af-4427-97b2-a949556ebba2,,,,false,false,
1248,2026-02-19T06:48:01.366141+00:00,TONI,UNIQUE_TESTER_999,UNIQUE_TESTER_999,Tournament (Bronze),2a69cb06-60af-4427-97b2-a949556ebba2,,,,false,false,
1249,2026-02-19T06:48:20.844935+00:00,UNIQUE_TESTER_999,DON2,DON2,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1250,2026-02-19T06:48:23.175915+00:00,WIN,Jarno,Jarno,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1251,2026-02-19T06:48:24.347044+00:00,DON,MINNA,MINNA,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1252,2026-02-19T06:48:25.642789+00:00,WINNER,TONI,TONI,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1253,2026-02-19T06:48:32.311118+00:00,DON2,Jarno,Jarno,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1254,2026-02-19T06:48:33.528257+00:00,MINNA,TONI,MINNA,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1255,2026-02-19T06:48:36.877614+00:00,DON2,Jarno,MINNA,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1256,2026-02-19T06:48:38.438462+00:00,DON2,TONI,TONI,Tournament,bb455e59-17db-4bdd-ab4e-215c43aeaf45,,,,false,false,
1257,2026-02-20T06:18:24.512817+00:00,JARNO,MINNA,MINNA,,,,2,3,false,false,
1258,2026-02-20T06:22:13.798355+00:00,JARNO,MINNA,MINNA,,,,0,0,false,false,
1259,2026-02-20T07:33:48.944092+00:00,TONI,JARNO,TONI,,,,3,1,false,false,
1260,2026-02-20T07:40:54.14979+00:00,JARNO,TONI,TONI,,,,2,3,false,false,
1261,2026-02-20T07:41:39.654211+00:00,DON2,TEST,DON2,Tournament,06a71ec4-e0e5-4b1a-8815-74f1822619de,,,,false,false,
1262,2026-02-20T07:41:41.031395+00:00,DON,JARNO,JARNO,Tournament,06a71ec4-e0e5-4b1a-8815-74f1822619de,,,,false,false,
1263,2026-02-20T07:41:45.283691+00:00,DON,TEST,TEST,Tournament (Bronze),06a71ec4-e0e5-4b1a-8815-74f1822619de,,,,false,false,
1264,2026-02-20T07:41:46.5724+00:00,JARNO,DON2,DON2,Tournament,06a71ec4-e0e5-4b1a-8815-74f1822619de,,,,false,false,
1265,2026-02-20T07:43:10.539466+00:00,DON2,JARNO,JARNO,,,,2,3,false,false,
1266,2026-02-20T07:43:52.60004+00:00,DON2,TONI,DON2,Tournament,3a71d4ca-b704-4328-94c7-45675266cd4d,,,,false,false,
1267,2026-02-20T07:43:53.635285+00:00,DON,JARNO,JARNO,Tournament,3a71d4ca-b704-4328-94c7-45675266cd4d,,,,false,false,
1268,2026-02-20T07:43:55.870604+00:00,JARNO,DON2,JARNO,Tournament,3a71d4ca-b704-4328-94c7-45675266cd4d,,,,false,false,
1269,2026-02-20T07:43:56.878109+00:00,DON,TONI,TONI,Tournament (Bronze),3a71d4ca-b704-4328-94c7-45675266cd4d,,,,false,false,
1270,2026-02-20T07:51:42.344632+00:00,JARNO,DON2,JARNO,,,,3,1,false,false,
1271,2026-02-20T07:58:20.240754+00:00,JARNO,MARKUS,JARNO,,,,0,0,false,false,
1272,2026-02-20T08:00:20.909698+00:00,JARNO,UNIQUE_TESTER_999,JARNO,,,,3,1,false,false,
1273,2026-02-20T08:01:52.151035+00:00,JARNO,PERTTU,PERTTU,,,,2,3,false,false,
1274,2026-02-20T08:04:29.929012+00:00,TONI,JARNO,TONI,,,,3,2,false,false,
1275,2026-02-20T08:07:43.376461+00:00,TONI,JARNO,TONI,,,,3,2,false,false,
1276,2026-02-20T08:14:51.913705+00:00,TONI,JARNO,TONI,,,,3,1,false,false,
1277,2026-02-20T08:20:34.255762+00:00,TONI,JARNO,TONI,,,,3,2,false,false,
1278,2026-02-20T08:24:20.438813+00:00,TONI,JARNO,TONI,,,,3,2,false,false,
1279,2026-02-20T18:58:48.211525+00:00,JARNO,MARKUS,MARKUS,,,,2,3,false,false,
1280,2026-02-20T20:26:51.659353+00:00,JARNO,UNIQUE_TESTER_999,JARNO,,,,3,1,false,false,
1281,2026-02-20T20:30:55.980338+00:00,JARNO,UNIQUE_TESTER_999,JARNO,,,,3,0,false,false,
1282,2026-02-20T20:37:35.470125+00:00,JARNO,VESA2,JARNO,,,,3,0,false,false,
1283,2026-02-20T20:41:51.055479+00:00,JARNO,DON2,DON2,,,,0,0,false,false,
1284,2026-02-20T20:43:38.831867+00:00,VESA2,JARNO,JARNO,,,,1,3,false,false,
1285,2026-02-21T07:21:23.585872+00:00,MARKUS,JARNO,JARNO,,,,1,3,false,false,
1286,2026-02-21T07:36:18.678795+00:00,MARKUS,JARNO,JARNO,,,,0,3,false,false,
1287,2026-02-21T07:43:16.956037+00:00,MARKUS,JARNO,JARNO,,,,0,3,false,false,
1288,2026-02-21T07:43:42.510723+00:00,MARKUS,JARNO,JARNO,,,,0,3,false,false,
1289,2026-02-21T10:57:22.648172+00:00,MARKUS,JARNO,JARNO,,,,0,3,false,false,
1290,2026-02-21T10:58:34.432818+00:00,JARNO,MARKUS,MARKUS,,,,2,3,false,false,
1291,2026-02-21T10:58:59.37839+00:00,JARNO,MARKUS,MARKUS,,,,0,3,false,false,
1292,2026-02-21T17:04:21.832892+00:00,MINNA,UNIQUE_TESTER_999,MINNA,,,,3,0,false,false,
1293,2026-02-21T17:04:43.139134+00:00,MINNA,UNIQUE_TESTER_999,MINNA,Tournament,4e6d1ca8-7294-4fcc-9e0c-b6c8bd6279a6,,,,false,false,
1294,2026-02-21T17:04:44.604595+00:00,WINNER,TEST_ORGANIZER,WINNER,Tournament,4e6d1ca8-7294-4fcc-9e0c-b6c8bd6279a6,,,,false,false,
1295,2026-02-21T17:04:50.930789+00:00,UNIQUE_TESTER_999,TEST_ORGANIZER,UNIQUE_TESTER_999,Tournament (Bronze),4e6d1ca8-7294-4fcc-9e0c-b6c8bd6279a6,,,,false,false,
1296,2026-02-21T17:04:52.521465+00:00,MINNA,WINNER,MINNA,Tournament,4e6d1ca8-7294-4fcc-9e0c-b6c8bd6279a6,,,,false,false,
1297,2026-02-21T17:11:37.111432+00:00,JARNO,MINNA,MINNA,,,,0,3,false,false,
1298,2026-02-21T17:11:53.359809+00:00,SUBBER,MINNA,SUBBER,Tournament,1c2f9e4a-45c2-49ad-84ca-8257bfbaabce,,,,false,false,
1299,2026-02-21T17:11:54.471453+00:00,VESA2,UNIQUE_TESTER_999,VESA2,Tournament,1c2f9e4a-45c2-49ad-84ca-8257bfbaabce,,,,false,false,
1300,2026-02-21T17:11:59.026735+00:00,SUBBER,VESA2,SUBBER,Tournament,1c2f9e4a-45c2-49ad-84ca-8257bfbaabce,,,,false,false,
1301,2026-02-21T17:11:59.963083+00:00,MINNA,UNIQUE_TESTER_999,UNIQUE_TESTER_999,Tournament (Bronze),1c2f9e4a-45c2-49ad-84ca-8257bfbaabce,,,,false,false,
1302,2026-02-21T17:31:56.436716+00:00,UNIQUE_TESTER_999,Jarno,UNIQUE_TESTER_999,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1303,2026-02-21T17:31:58.018062+00:00,WINNER,MINNA,WINNER,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1304,2026-02-21T17:31:59.44765+00:00,FINKKA,TEST_ORGANIZER,TEST_ORGANIZER,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1305,2026-02-21T17:32:00.851627+00:00,WIN,TONI,TONI,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1306,2026-02-21T17:32:04.985694+00:00,UNIQUE_TESTER_999,WINNER,UNIQUE_TESTER_999,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1307,2026-02-21T17:32:06.126801+00:00,TEST_ORGANIZER,TONI,TEST_ORGANIZER,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1308,2026-02-21T17:32:08.828731+00:00,WINNER,TONI,WINNER,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1309,2026-02-21T17:32:10.283444+00:00,UNIQUE_TESTER_999,WINNER,UNIQUE_TESTER_999,Tournament,6e845ca0-c8fb-483d-bd1b-43f47fe00180,,,,false,false,
1310,2026-02-21T19:02:39.639996+00:00,MINNA,DON2,MINNA,Mini Tournament,35b75627-99e0-4f57-9c08-a922e0016146,,,,false,false,
1311,2026-02-21T19:02:40.882517+00:00,DON,MIKKO,DON,Mini Tournament,35b75627-99e0-4f57-9c08-a922e0016146,,,,false,false,
1312,2026-02-21T19:02:51.619672+00:00,DON2,MIKKO,MIKKO,Mini Tournament,35b75627-99e0-4f57-9c08-a922e0016146,,,,false,false,
1313,2026-02-21T19:02:58.065502+00:00,MINNA,DON2,MINNA,Mini Tournament,35b75627-99e0-4f57-9c08-a922e0016146,,,,false,false,
1314,2026-02-21T19:04:17.311573+00:00,JARNO,DON2,DON2,,,,0,3,false,false,
1315,2026-02-21T19:04:34.017696+00:00,WINNER,DON2,WINNER,Tournament,a2820692-1c03-43a9-89f6-aec7d1ddb6a5,,,,false,false,
1316,2026-02-21T19:04:35.254119+00:00,DON,SUBBER,DON,Tournament,a2820692-1c03-43a9-89f6-aec7d1ddb6a5,,,,false,false,
1317,2026-02-21T19:04:37.682833+00:00,WINNER,DON,WINNER,Tournament,a2820692-1c03-43a9-89f6-aec7d1ddb6a5,,,,false,false,
1318,2026-02-21T19:04:38.82486+00:00,DON2,SUBBER,SUBBER,Tournament (Bronze),a2820692-1c03-43a9-89f6-aec7d1ddb6a5,,,,false,false,
1319,2026-02-21T19:20:36.230537+00:00,MINNA,DON,MINNA,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1320,2026-02-21T19:20:38.447414+00:00,SIS,LISA,LISA,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1321,2026-02-21T19:20:40.467384+00:00,LUIS,TEST_ORGANIZER,TEST_ORGANIZER,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1322,2026-02-21T19:20:45.563994+00:00,Danny,Jarno,Jarno,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1323,2026-02-21T19:20:47.245621+00:00,VESA2,MIKA,MIKA,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1324,2026-02-21T19:20:49.1989+00:00,SUBBER,MIKKO,MIKKO,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1325,2026-02-21T19:20:51.385931+00:00,Mary,DON2,DON2,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1326,2026-02-21T19:20:53.459094+00:00,UNIQUE_TESTER_999,WINNER,WINNER,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1327,2026-02-21T19:21:18.89383+00:00,MINNA,LISA,MINNA,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1328,2026-02-21T19:21:20.205041+00:00,TEST_ORGANIZER,MIKA,MIKA,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1329,2026-02-21T19:21:21.788856+00:00,Jarno,MIKKO,MIKKO,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1330,2026-02-21T19:21:23.053789+00:00,DON2,WINNER,WINNER,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1331,2026-02-21T19:21:30.651629+00:00,MINNA,MIKA,MINNA,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1332,2026-02-21T19:21:32.091319+00:00,MIKKO,WINNER,MIKKO,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1333,2026-02-21T19:21:36.872488+00:00,MINNA,MIKA,MINNA,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1334,2026-02-21T19:21:38.86753+00:00,MIKA,WINNER,WINNER,Day 3,89144fdc-91bc-4eb4-837b-aa21528086ca,,,,false,false,
1335,2026-02-21T20:16:23.377878+00:00,MIKKO,FONKAH,FONKAH,Day 4,85c5c2d5-0674-46df-aa1a-58829da635ed,,,,false,false,
1336,2026-02-21T20:16:26.286186+00:00,VESA2,Jarno,Jarno,Day 4,85c5c2d5-0674-46df-aa1a-58829da635ed,,,,false,false,
1337,2026-02-21T20:16:37.399217+00:00,TONI,MIKA,MIKA,Day 4,85c5c2d5-0674-46df-aa1a-58829da635ed,,,,false,false,
1338,2026-02-21T20:16:38.983659+00:00,DON2,SUBBER,SUBBER,Day 4,85c5c2d5-0674-46df-aa1a-58829da635ed,,,,false,false,
1339,2026-02-21T20:16:46.850703+00:00,FONKAH,SUBBER,FONKAH,Day 4,85c5c2d5-0674-46df-aa1a-58829da635ed,,,,false,false,
1340,2026-02-21T20:16:48.333765+00:00,Jarno,MIKA,MIKA,Day 4,85c5c2d5-0674-46df-aa1a-58829da635ed,,,,false,false,
